function,protocol,direction,description,method_id
createPod,EIGENLAYER,OUTGOING,Creates new staking pod,0x1698ee82
createPool,STARGATE,OUTGOING,Creates new bridge pool,0x1698ee82
createPool,BANCOR,OUTGOING,Creates new trading pool,0x1698ee82
createPool,DODO,OUTGOING,Creates new pool,0x1698ee82
createPool,HASHFLOW,OUTGOING,Creates new liquidity pool,0x1698ee82
createPool,RAYDIUM,OUTGOING,Creates new liquidity pool,0x1698ee82
createPool,SUSHISWAP,OUTGOING,Creates new Trident pool,0x1698ee82
createPool,VELODROME,OUTGOING,Creates new liquidity pool,0x1698ee82
createPool,GAMEFI,OUTGOING,Creates new IGO pool,0x1698ee82
createPool,MAPLE,OUTGOING,Creates lending pool,0x1698ee82
createPool,SUDOSWAP,OUTGOING,Creates new NFT pool,0x1698ee82
createPool,PREMIA,OUTGOING,Creates option pool,0x1698ee82
createPool,RAILWAY,OUTGOING,Creates privacy pool,0x1698ee82
createPool,CENTRIFUGE,OUTGOING,Creates financing pool,0x1698ee82
createPortfolio,TRUEFI,OUTGOING,Creates loan portfolio,0x1698ee82
createPresale,PINKSALE,OUTGOING,Creates presale pool,0x1698ee82
createProfile,FRIEND_TECH,OUTGOING,Creates user profile,0x1698ee82
createProfile,LENS,OUTGOING,Creates Lens profile,0x1698ee82
createProfileWithHandle,LENS,OUTGOING,Creates profile with handle,0x1698ee82
createProof,AZTEC,OUTGOING,Creates rollup proof,0x1698ee82
createProposal,BALANCER,OUTGOING,Creates governance proposal,0xf8572260
createProposal,WALLFAIR,OUTGOING,Creates governance proposal,0xda95691a
createProposal,LENS,OUTGOING,Creates governance proposal,0xda95691a
createProxy,GNOSIS,OUTGOING,Creates a new proxy contract,0x5b5e139f
createRetryableTicket,ARBITRUM,OUTGOING,Creates retryable ticket,0x679b6ded
createSafe,GNOSIS,OUTGOING,Creates new Safe,0x0ec78d9e
createScalarMarket,AUGUR,OUTGOING,Creates a new scalar prediction market,0x4336a37d
createSchema,POLYGONID,OUTGOING,Creates new schema,0x1698ee82
createVault,NFTX,OUTGOING,Creates new NFT vault,0x1698ee82
createVendingMachine,DODO,OUTGOING,Creates new vending machine,0x8a8c523c
createWrapped,PORTAL,OUTGOING,Creates wrapped token,0x1698ee82
createWrapped,WORMHOLE,OUTGOING,Creates wrapped token version,0x1698ee82
createWrappedNFT,WORMHOLE,OUTGOING,Creates wrapped NFT version,0x88316456
createYesNoMarket,AUGUR,OUTGOING,Creates a new yes/no prediction market,0x2c644f32
deactivateOrb,WORLDCOIN,OUTGOING,Deactivates Orb device,0x2e1a7d4d
deactivateValidator,MANTLE,OUTGOING,Deactivates validator,0x2e1a7d4d
deal,MAKER,INCOMING,Settles auction,0xc959c42b
declareStorage,FILECOIN,OUTGOING,Declares storage capacity,0x9b3d47b4
decreaseAllowance,ERC20,OUTGOING,Decreases token allowance,0xa457c2d7
decreaseLiquidity,PANCAKESWAP,INCOMING,Decreases liquidity in position,0x0c49ccbe
decreaseLiquidity,UNISWAP,INCOMING,Decreases liquidity in position,0x0c49ccbe
decreasePosition,GMX,INCOMING,Decreases leverage position,0x82a08fcd
decreasePosition,LEVEL,INCOMING,Decreases position size,0x0c49ccbe
delegate,DYDX,OUTGOING,Delegates voting power,0x5c19a95c
delegate,GNOSIS,OUTGOING,Delegates voting power,0x5c19a95c
delegate,THE_GRAPH,OUTGOING,Delegates to indexer,0x5c19a95c
delegate,NEXUS_MUTUAL,OUTGOING,Delegates voting power,0x5c19a95c
delegate,UNSLASHED,OUTGOING,Delegates voting power,0x5c19a95c
delegate,AAVE,OUTGOING,Delegates voting power,0x5c19a95c
delegate,FRAX,OUTGOING,Delegates voting power,0x5c19a95c
delegate,MAKER,OUTGOING,Delegates voting power,0x5c19a95c
delegate,BAND,OUTGOING,Delegates BAND tokens,0x5c19a95c
delegate,BINANCE,OUTGOING,Delegates to validator,0x5c19a95c
delegate,LIDO,OUTGOING,Delegates voting power,0x5c19a95c
delegate,MANTLE,OUTGOING,Delegates to validator,0x5c19a95c
delegate,STAKESTONE,OUTGOING,Delegates voting power,0x5c19a95c
delegate,STAKEWISE,OUTGOING,Delegates voting power,0x5c19a95c
delegateByType,AAVE,OUTGOING,Delegates voting power of a specific type,0x0185f782
delegateByType,AAVE,OUTGOING,Delegates voting power by type (proposition or voting),0x0185f782
delegateStake,DYDX,OUTGOING,Delegates staking power,0x5c19a95c
delegateStake,CENTRIFUGE,OUTGOING,Delegates staking power,0x5c19a95c
delegateToOperator,EIGENLAYER,OUTGOING,Delegates to operator,0x5c19a95c
delegateVotes,TRUEFI,OUTGOING,Delegates voting power,0x5c19a95c
delegateWithSig,AAVE,OUTGOING,Delegates with signature (gasless),0x7f4f3e52
deleteDefaultRoyalty,ERC1155,OUTGOING,Removes default royalty,0x8e8b8e93
deleteDefaultRoyalty,ERC2981,OUTGOING,Removes default royalty,0x8e8b8e93
deleteDefaultRoyalty,ERC721,OUTGOING,Removes default royalty,0x8e8b8e93
deleteIdentity,CIVIC,OUTGOING,Deletes existing identity,0x2e1a7d4d
dent,MAKER,OUTGOING,Places reverse bid,0x5ff3a382
deploy_metapool,CURVE,OUTGOING,Deploys new metapool,0x9d2c1b1f
deploy_pool,CURVE,OUTGOING,Deploys new pool,0x6623fc46
deployContract,ARWEAVE,OUTGOING,Deploys smart contract,0x1698ee82
deposit,ACROSS,OUTGOING,Deposits tokens for bridging,0xb6b55f25
deposit,ACROSS,OUTGOING,Deposits tokens for bridging V2,0xb6b55f25
deposit,DYDX,OUTGOING,Deposits collateral,0x47e7ef24
deposit,GAINS,OUTGOING,Deposits assets to vault,0x47e7ef24
deposit,RIBBON,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,BANCOR,OUTGOING,Deposits tokens into pool,0x47e7ef24
deposit,BISWAP,OUTGOING,Stakes LP tokens in farm,0xe2bbb158
deposit,CURVE,OUTGOING,Stakes LP tokens in gauge,0xb6b55f25
deposit,KYBERSWAP,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,LOOPRING,OUTGOING,Deposits assets to L2,0xb6b55f25
deposit,ORCA,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,PANCAKESWAP,OUTGOING,Deposits LP tokens for farming,0xe2bbb158
deposit,PLATYPUS,OUTGOING,Deposits tokens to pool,0xb6b55f25
deposit,QUICKSWAP,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,RAYDIUM,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,SPIRITSWAP,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,SPOOKYSWAP,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,SUSHISWAP,OUTGOING,Deposits LP tokens for farming,0xe2bbb158
deposit,SUSHISWAP,OUTGOING,Deposits tokens into BentoBox,0xe2bbb158
deposit,VULPEFI,OUTGOING,Deposits assets for yield,0xb6b55f25
deposit,WOMBAT,OUTGOING,Stakes LP tokens,0xe2bbb158
deposit,AAVE,OUTGOING,Deposits tokens into the lending pool,0xe8eda9df
deposit,AAVE,OUTGOING,Deposits an amount of underlying asset into the reserve,0xe8eda9df
deposit,EULER,OUTGOING,Deposits assets,0x6e553f65
deposit,MAPLE,OUTGOING,Deposits into pool,0x47e7ef24
deposit,DOPEX,OUTGOING,Deposits into SSOV vault,0x47e7ef24
deposit,AZTEC,OUTGOING,Deposits public assets,0x47e7ef24
deposit,RAILWAY,OUTGOING,Deposits into privacy pool,0x47e7ef24
deposit,TORNADO,OUTGOING,Deposits into privacy pool,0x47e7ef24
deposit,GOLDFINCH,OUTGOING,Deposits into senior pool,0x47e7ef24
deposit,BINANCE,OUTGOING,Deposits for proposal,0x47e7ef24
deposit,EIGENLAYER,OUTGOING,Deposits assets for restaking,0x47e7ef24
deposit,OETH,OUTGOING,Deposits assets to vault,0x47e7ef24
deposit,STADER,OUTGOING,Deposits ETH for staking,0x47e7ef24
deposit,ERC4626,OUTGOING,Deposits assets into vault,0x6e553f65
deposit,ALPACA,OUTGOING,Deposits assets into lending pool,0x47e7ef24
deposit,BEEFY,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,CONCENTRATOR,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,CONVEX,OUTGOING,Deposits LP tokens,0x47e7ef24
deposit,JONES,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,PICKLE,OUTGOING,Deposits assets into farm,0x47e7ef24
deposit,PIREX,OUTGOING,Deposits assets for staking,0x47e7ef24
deposit,YEARN,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,YEARN,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,YEARN,OUTGOING,Deposits assets into vault,0x47e7ef24
deposit,YIELD_YAK,OUTGOING,Deposits assets for farming,0x47e7ef24
deposit_reward_token,CURVE,OUTGOING,Deposits reward token,0x3f6bc68b
depositAave,AAVE,OUTGOING,Deposits AAVE tokens into the protocol,0x47e7ef24
depositAave,AAVE,OUTGOING,Deposits AAVE tokens into the protocol,0x47e7ef24
depositAave,AAVE,OUTGOING,Deposits AAVE tokens into the protocol,0x47e7ef24
depositAll,BEEFY,OUTGOING,Deposits all available assets,0x3ccfd60b
depositAll,CONVEX,OUTGOING,Deposits all LP tokens,0x3ccfd60b
depositAll,PICKLE,OUTGOING,Deposits all tokens,0x3ccfd60b
depositBase,DODO,OUTGOING,Deposits base token,0x4c505d91
depositCAKE,PANCAKESWAP,OUTGOING,Deposits CAKE for fixed staking,0x127d1a8e
depositCapital,UNSLASHED,OUTGOING,Deposits capital to pool,0x47e7ef24
depositCollateral,POLYMARKET,OUTGOING,Deposits trading collateral,0x47e7ef24
depositCollateral,MAKER,OUTGOING,Deposits collateral into vault,0x47e7ef24
depositDD,ORCA,OUTGOING,Stakes in double dip pool,0x6e553f65
depositERC20,OPTIMISM,OUTGOING,Deposits ERC20 to L2,0x8b9e4f93
depositETH,ARBITRUM,OUTGOING,Deposits ETH to L2,0xb1a1a882
depositEtherFor,POLYGON,OUTGOING,Deposits ETH to Polygon,0xb1a1a882
depositFor,POLYGON,OUTGOING,Deposits tokens to Polygon,0x8b9e4f93
depositFor,BANCOR,OUTGOING,Deposits tokens for another address,0x2929abe7
depositInsurance,DRIFT,OUTGOING,Deposits to insurance fund,0x47e7ef24
depositInsurance,PERPETUAL,OUTGOING,Deposits to insurance fund,0x47e7ef24
depositLP,BEETHOVEN,OUTGOING,Deposits LP tokens in gauge,0x6e553f65
depositNode,ROCKETPOOL,OUTGOING,Deposits ETH to node,0x47e7ef24
depositPool,ETH_GENERIC,OUTGOING,Deposits assets into a yield pool,0x5f7c6d37
depositPool,ETH_GENERIC,OUTGOING,Deposit into liquidity pool,0x43a0d066
depositQuote,DODO,OUTGOING,Deposits quote token,0x5a45c6fc
depositSavings,ETH_GENERIC,OUTGOING,Deposits assets into a savings protocol,0x34f4fd51
depositSavings,ETH_GENERIC,OUTGOING,Deposit into savings protocol,0x234c0aa9
depositStake,TELLOR,OUTGOING,Stakes TRB tokens,0xa694fc3a
depositTransaction,OPTIMISM,OUTGOING,Deposits transaction to L2,0xb1a1a882
depositV3,ETH_GENERIC,OUTGOING,Deposits assets using V3 contract,0x9aa5d462
depositV3,AAVE,OUTGOING,Deposit assets in Aave V3,0xe8eda9df
deprecateSubgraph,THE_GRAPH,OUTGOING,Deprecates existing subgraph,0x2e1a7d4d
deregisterOperator,EIGENLAYER,OUTGOING,Removes operator status,0x2e1a7d4d
deregisterValidator,UMBRELLA,OUTGOING,Removes validator status,0x2e1a7d4d
developLand,EMBER_SWORD,OUTGOING,Develops land plot,0x7535d246
disableModuleForProfile,LENS,OUTGOING,Disables profile module,0x5f7b8feb
disableProtection,FLASHBOTS,OUTGOING,Disables MEV protection,0x5f7b8feb
disableSandwich,MANIFOLD,OUTGOING,Disables sandwich protection,0x5f7b8feb
disavowMarket,AUGUR,OUTGOING,Allows market creator to disavow a market in fork period,0x6a1a80fd
discountedSwap,ONEINCH,BOTH,Executes discounted swap,0x2f4f5cc5
disperseEther,ETH_GENERIC,OUTGOING,Distributes ETH to multiple addresses,0xd152cd41
disperseEther,ETH_GENERIC,OUTGOING,Disperse ETH to multiple addresses,0xe63d38ed
disputePrice,UMA,OUTGOING,Disputes proposed price,0x2f4f5cc5
disputeValue,TELLOR,OUTGOING,Disputes submitted value,0x2f4f5cc5
disputeWindow,AUGUR,OUTGOING,Participates in market dispute window,0x7bb9a884
distribute,ARWEAVE,OUTGOING,Distributes community profits,0x7535d246
distributeBorrowerVenus,VENUS,INCOMING,Distributes borrower rewards,0x6d34b96e
distributeRewards,FLASHBOTS,OUTGOING,Distributes MEV rewards,0x7535d246
distributeRewards,EIGENLAYER,OUTGOING,Distributes operator rewards,0x7535d246
distributeRewards,LIDO,INCOMING,Distributes protocol rewards,0x7535d246
distributeRewards,ROCKETPOOL,OUTGOING,Distributes rewards,0x7535d246
distributeSupplierVenus,VENUS,INCOMING,Distributes supplier rewards,0x9a5c32e7
distributeYield,PIREX,OUTGOING,Distributes yield to users,0x7535d246
dodoMultiSwap,DODO,BOTH,Performs multiple swaps,0x6a628d19
dodoSwap,DODO,BOTH,Performs DODO swap,0x5e9a1a5c
doInitialReport,AUGUR,OUTGOING,Submits initial report for market resolution,0x8ea2cc84
DOMAIN_SEPARATOR,ERC20,NEUTRAL,Gets domain separator,0x3644e515
donate,UNISWAP,OUTGOING,Donates liquidity to pool,0x9b3d47b4
downloadData,ARWEAVE,INCOMING,Downloads stored data,0x69328dec
draw,MAKER,INCOMING,Draws DAI from vault,0x9dc29fac
drawdownLoan,MAPLE,INCOMING,Draws down approved loan,0x9dc29fac
dynamicSwap,MAVERICK,BOTH,Executes dynamic routing swap,0x2b67b570
earmarkRewards,CONVEX,OUTGOING,Earmarks pool rewards,0x7535d246
earn,YEARN,OUTGOING,Reinvests earned rewards,0x4f1eb3d8
emergencyWithdraw,BISWAP,INCOMING,Emergency withdrawal from farm,0x5312ea8e
emergencyWithdraw,BISWAP,INCOMING,Emergency withdrawal from launchpad,0x5312ea8e
emergencyWithdraw,KYBERSWAP,INCOMING,Emergency withdrawal from farm,0x5312ea8e
emergencyWithdraw,PANCAKESWAP,INCOMING,Emergency withdrawal from farm,0x5312ea8e
emergencyWithdraw,QUICKSWAP,INCOMING,Emergency withdrawal from farm,0x5312ea8e
emergencyWithdraw,RAYDIUM,INCOMING,Emergency withdrawal from farm,0x5312ea8e
emergencyWithdraw,SUSHISWAP,INCOMING,Emergency withdrawal of LP tokens,0x5312ea8e
emergencyWithdraw,POLKSTARTER,INCOMING,Emergency withdrawal,0x5312ea8e
emergencyWithdraw,ANKR,INCOMING,Emergency withdrawal,0x5312ea8e
enableFollowModule,LENS,OUTGOING,Enables follow module,0x3a088cd2
enableFrontrunProtection,FLASHBOTS,OUTGOING,Enables MEV protection,0x3a088cd2
enableModuleForProfile,LENS,OUTGOING,Enables profile module,0x3a088cd2
enableReferenceModule,LENS,OUTGOING,Enables reference module,0x5f7b8feb
enableSandwich,MANIFOLD,OUTGOING,Enables sandwich protection,0x3a088cd2
enableTrading,BANCOR,OUTGOING,Enables trading in pool,0x8a8c523c
encodeDelegationPermit,AAVE,OUTGOING,Encodes permit data for credit delegation,0x2d4aafc4
encodeTokenPermit,AAVE,OUTGOING,Encodes permit data for token approvals,0x87d45c33
endAuction,OPENSEA,BOTH,Ends NFT auction,0x4ce38b5f
endBattle,THETAN_ARENA,INCOMING,Ends battle match,0x4ce38b5f
endGame,AXIE,INCOMING,Ends game session,0x2e1a7d4d
endMatch,GODS_UNCHAINED,INCOMING,Ends current match,0x4ce38b5f
endMove,STEPN,INCOMING,Ends move-to-earn session,0x4ce38b5f
enhanceItem,BIGTIME,OUTGOING,Enhances existing item,0x7535d246
enhanceItem,EMBER_SWORD,OUTGOING,Enhances existing item,0x7535d246
enterMarket,EULER,OUTGOING,Enters market,0xc2998238
enterMarkets,COMPOUND,OUTGOING,Enters markets as collateral,0xc2998238
enterMarkets,CREAM,OUTGOING,Enters markets as collateral,0xc2998238
enterMarkets,HUNDRED,OUTGOING,Enters markets as collateral,0xc2998238
enterMarkets,IRONBANK,OUTGOING,Enters markets as collateral,0xc2998238
enterMarkets,VENUS,OUTGOING,Enters markets as collateral,0xc2998238
enterRace,ZED_RUN,OUTGOING,Enters horse in race,0x1698ee82
enterStaking,PANCAKESWAP,OUTGOING,Enters CAKE staking pool,0xdc694d6f
enterTournament,SORARE,OUTGOING,Enters card tournament,0x9b3d47b4
estimatedTotalAssets,YEARN,BOTH,Gets strategy assets,0x7535d246
estimateFees,LAYERZERO,NEUTRAL,Estimates bridge fees,0x9d2f32dd
ETH transfer,ETH_GENERIC,OUTGOING,Native ETH transfer,0x
ethToTokenSwapInput,UNISWAP,BOTH,Swaps ETH for tokens with input amount specified,0xf39b5b9b
ethToTokenSwapOutput,UNISWAP,BOTH,Swaps ETH for exact token amount,0x6b1d4db7
exactInput,PANCAKESWAP,BOTH,Swaps exact tokens via multiple pools,0xc04b8d59
exactInput,SUSHISWAP,BOTH,Swaps exact tokens via multiple pools,0xc04b8d59
exactInput,UNISWAP,BOTH,Swaps exact tokens through multiple pools,0xc04b8d59
exactInputSingle,PANCAKESWAP,BOTH,Swaps exact tokens via single pool,0x414bf389
exactInputSingle,SUSHISWAP,BOTH,Swaps exact tokens via single pool,0x414bf389
exactInputSingle,UNISWAP,BOTH,Swaps exact tokens through single pool,0x414bf389
exactOutput,PANCAKESWAP,BOTH,Swaps tokens for exact output via multiple pools,0xf28c0498
exactOutput,SUSHISWAP,BOTH,Swaps tokens for exact output via multiple pools,0xf28c0498
exactOutput,UNISWAP,BOTH,Swaps tokens for exact output through multiple pools,0xf28c0498
exactOutputSingle,PANCAKESWAP,BOTH,Swaps tokens for exact output via single pool,0xdb3e2198
exactOutputSingle,SUSHISWAP,BOTH,Swaps tokens for exact output via single pool,0xdb3e2198
exactOutputSingle,UNISWAP,BOTH,Swaps tokens for exact output through single pool,0xdb3e2198
exchange,SYNTHETIX,BOTH,Exchanges synths directly,0x128acb08
exchange,CURVE,BOTH,Swaps between tokens in pool,0x3df02124
exchange,CURVE,BOTH,Swaps between tokens in pool,0x3df02124
exchange,CURVE,BOTH,Swaps in tricrypto pool,0x3df02124
exchange_multiple,CURVE,OUTGOING,Performs multiple token swaps in a single transaction,0x353ca424
exchange_underlying,CURVE,BOTH,Swaps between underlying tokens,0xa6417ed6
exchange_underlying,CURVE,BOTH,Swaps between underlying tokens,0xa6417ed6
exchange_underlying,CURVE,BOTH,Swaps underlying in tricrypto,0xa6417ed6
exchangeWithTracking,SYNTHETIX,BOTH,Exchanges with fee tracking,0x30d54d8f
exchangeWithVirtual,SYNTHETIX,BOTH,Exchanges with virtual synths,0x0e30a9cf
exec,MAKER,OUTGOING,Executes proposal,0xfe0d94c1
execute,DYDX,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,BALANCER,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,BANCOR,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,GNOSIS,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,DECENTRAL,OUTGOING,Executes proposal,0xfe0d94c1
execute,ILLUVIUM,OUTGOING,Executes proposal,0xfe0d94c1
execute,INSURACE,OUTGOING,Executes proposal,0xfe0d94c1
execute,UNSLASHED,OUTGOING,Executes proposal,0xfe0d94c1
execute,BULLPERKS,OUTGOING,Executes proposal,0xfe0d94c1
execute,BENQI,OUTGOING,Executes proposal,0xfe0d94c1
execute,FRAX,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,GRANARY,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,MAPLE,OUTGOING,Executes proposal,0xfe0d94c1
execute,RADIANT,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,DOPEX,OUTGOING,Executes proposal,0xfe0d94c1
execute,HEGIC,OUTGOING,Executes proposal,0xfe0d94c1
execute,LYRA,OUTGOING,Executes proposal,0xfe0d94c1
execute,PREMIA,OUTGOING,Executes proposal,0xfe0d94c1
execute,API3,OUTGOING,Executes proposal,0xfe0d94c1
execute,BAND,OUTGOING,Executes proposal,0xfe0d94c1
execute,DIA,OUTGOING,Executes proposal,0xfe0d94c1
execute,TELLOR,OUTGOING,Executes proposal,0xfe0d94c1
execute,UMA,OUTGOING,Executes proposal,0xfe0d94c1
execute,UMBRELLA,OUTGOING,Executes proposal,0xfe0d94c1
execute,MONERO,OUTGOING,Executes proposal,0xfe0d94c1
execute,RAILWAY,OUTGOING,Executes proposal,0xfe0d94c1
execute,TORNADO,OUTGOING,Executes proposal,0xfe0d94c1
execute,CENTRIFUGE,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,GOLDFINCH,OUTGOING,Executes proposal,0xfe0d94c1
execute,TRUEFI,OUTGOING,Executes proposal,0xfe0d94c1
execute,LENS,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,ANKR,OUTGOING,Executes proposal,0xfe0d94c1
execute,OETH,OUTGOING,Executes proposal,0xfe0d94c1
execute,STAKESTONE,OUTGOING,Executes proposal,0xfe0d94c1
execute,STAKEWISE,OUTGOING,Executes proposal,0xfe0d94c1
execute,SWELL,OUTGOING,Executes proposal,0xfe0d94c1
execute,ALPACA,OUTGOING,Executes passed proposal,0xfe0d94c1
execute,PIREX,OUTGOING,Executes proposal,0xfe0d94c1
execute,YEARN,OUTGOING,Executes proposal,0xfe0d94c1
executeAsk,BLUR,BOTH,Executes ask for NFT,0x9a802a6d
executeBid,BLUR,BOTH,Executes bid on NFT,0xbc61394a
executeOrder,VELA,BOTH,Executes ready order,0xbc61394a
executeProposal,WORMHOLE,OUTGOING,Executes passed proposal,0xfe0d94c1
executeProposal,WALLFAIR,OUTGOING,Executes passed proposal,0xfe0d94c1
executePurchase,REDACTED,OUTGOING,Executes asset purchase,0xfe0d94c1
executeTransaction,GNOSIS,OUTGOING,Executes Safe transaction,0x6a761202
executeTransaction,AAVE,OUTGOING,Executes queued proposal,0x0825f38f
executeUpdate,PYTH,OUTGOING,Executes price update,0xfe0d94c1
executeVote,LIDO,OUTGOING,Executes passed proposal,0xfe0d94c1
exercise,UMA,BOTH,Exercises KPI option,0x4ce38b5f
exercise,JONES,BOTH,Exercises option contract,0x7c025200
exerciseOption,RIBBON,BOTH,Exercises option contract,0x7c025200
exerciseOption,DOPEX,BOTH,Exercises option contract,0x7c025200
exerciseOption,HEGIC,BOTH,Exercises option contract,0x7c025200
exerciseOption,LYRA,BOTH,Exercises option contract,0x7c025200
exerciseOption,PREMIA,BOTH,Exercises option contract,0x7c025200
exit,POLYGON,INCOMING,Exits assets from Polygon,0x32b7006d
exit,ONEINCH,INCOMING,Exits farming position,0xe9fad8ee
exit,PICKLE,INCOMING,Exits gauge position,0xe9fad8ee
exitAMM,LOOPRING,INCOMING,Exits AMM pool,0x8e0e6d57
exitMarket,COMPOUND,INCOMING,Exits market,0xede4edd0
exitMarket,CREAM,INCOMING,Exits market,0xede4edd0
exitMarket,EULER,INCOMING,Exits market,0xede4edd0
exitMarket,HUNDRED,INCOMING,Exits market,0xede4edd0
exitMarket,IRONBANK,INCOMING,Exits market,0xede4edd0
exitMarket,VENUS,INCOMING,Exits market,0xede4edd0
exitPool,BALANCER,INCOMING,Removes liquidity from pool,0x8bdb3913
exitPool,BALANCER,INCOMING,Removes liquidity from pool,0x8bdb3913
exitPool,BEETHOVEN,INCOMING,Removes liquidity from pool,0x8bdb3913
exitPool,STAKESTONE,INCOMING,Exits liquidity pool,0x8bdb3913
exitPool,STAKEWISE,INCOMING,Exits liquidity pool,0x8bdb3913
exitswapExternAmountOut,BALANCER,INCOMING,Exits pool for exact token amount,0x02c1a3b4
exitswapPoolAmountIn,BALANCER,OUTGOING,Exits a pool by providing pool tokens,0x46ab38f1
exitValidator,STADER,OUTGOING,Exits validator from network,0x2e1a7d4d
exitValidator,SWELL,OUTGOING,Exits validator from network,0x2e1a7d4d
extendCover,NEXUS_MUTUAL,OUTGOING,Extends cover duration,0x7535d246
externalSwap,DODO,BOTH,Performs external swap,0x52f2db69
farmDeposit,ZAPPER,OUTGOING,Deposits into farm,0xe2bbb158
farmWithdraw,ZAPPER,INCOMING,Withdraws from farm,0x441a3e70
fastWithdraw,HOP,INCOMING,Fast withdraws bridged tokens,0x2f4f5cc5
feedUnicorns,CRYPTO_UNICORNS,OUTGOING,Feeds unicorns resources,0x7535d246
fightBattle,ILLUVIUM,BOTH,Participates in battle,0x7c025200
fightBattle,ILLUVIUM,BOTH,Participates in battle,0x7c025200
fileClaim,UNSLASHED,OUTGOING,Files insurance claim,0x9b3d47b4
fillBounty,ETH_GENERIC,OUTGOING,Completes a bounty by providing required NFT,0x78b85579
fillLimitOrder,ONEINCH,BOTH,Fills limit order,0xbc61394a
fillLimitOrder,PARASWAP,BOTH,Fills limit order,0xbc61394a
fillOrder,DYDX,BOTH,Fills matching order,0xbc61394a
fillOrder,ONEINCH,BOTH,Fills limit order,0xbc61394a
fillOrder,ZEROEX,BOTH,Fills limit order,0xbc61394a
fillQuote,HASHFLOW,BOTH,Fills trading quote,0x6945b123
fillRelay,ACROSS,BOTH,Fills bridge relay request,0x9b3d47b4
fillRelay,ACROSS,BOTH,Fills bridge relay request V2,0x9b3d47b4
fillRfqOrder,ZEROEX,BOTH,Fills RFQ order,0x5da7810f
finalize,PINKSALE,OUTGOING,Finalizes successful presale,0x4ce38b5f
finalizeERC20Withdrawal,OPTIMISM,INCOMING,Finalizes ERC20 withdrawal,0x4ce38b5f
finalizeInboundTransfer,ARBITRUM,INCOMING,Finalizes token transfer from L2,0x4ce38b5f
finalizeMarket,AUGUR,OUTGOING,Finalizes a market after dispute window,0x2f29576c
finalizeWithdrawal,ARBITRUM,INCOMING,Finalizes L2 to L1 withdrawal,0x4ce38b5f
finalizeWithdrawal,OPTIMISM,INCOMING,Finalizes proven withdrawal,0x4ce38b5f
findBestPath,YIELD_YAK,NEUTRAL,Finds optimal swap path,0x9d2f32dd
flash,UNISWAP,BOTH,Executes flash swap,0x490e6cbc
flash,UNISWAP,BOTH,Executes flash swap,0x490e6cbc
flash,UNISWAP,BOTH,Executes flash swap,0x490e6cbc
flash,UNISWAP,BOTH,Executes flash swap,0x490e6cbc
flashCallback,UNISWAP,BOTH,Callback for flash swap,0x84242c54
flashLoan,HOP,BOTH,Executes flash loan,0x5cffe9de
flashLoan,SYNAPSE,BOTH,Executes flash loan,0x5cffe9de
flashLoan,BALANCER,BOTH,Executes flash loan,0x5c38449e
flashLoan,AAVE,BOTH,Executes a flash loan operation,0xab9c4b5d
flashLoan,AAVE,BOTH,Executes a flash loan operation,0xab9c4b5d
flashLoan,NFTX,BOTH,Executes flash loan,0x5cffe9de
flashLoanSimple,AAVE,BOTH,Executes a simple flash loan of one asset,0x42b0b77c
flashSwap,BEETHOVEN,BOTH,Executes flash swap,0x490e6cbc
flashSwap,MAVERICK,BOTH,Executes flash swap,0x490e6cbc
flashSwap,MAVERICK,BOTH,Executes flash swap,0x490e6cbc
flashSwap,MIX_SWAP,BOTH,Executes flash swap,0x490e6cbc
flashSwap,PLATYPUS,BOTH,Executes flash swap,0x490e6cbc
flashSwap,SUSHISWAP,BOTH,Executes flash swap,0x490e6cbc
flashUnstake,ANKR,BOTH,Performs instant unstake,0x4ce38b5f
fold,DECENTRAL,OUTGOING,Folds poker hand,0x2e1a7d4d
follow,FARCASTER,OUTGOING,Follows user FID,0x5c19a95c
follow,LENS,OUTGOING,Follows profile,0x5c19a95c
follow,LENS,OUTGOING,Follows profile with params,0x5c19a95c
forceWithdraw,LOOPRING,OUTGOING,Forces withdrawal from L2,0x4f1eb3d8
forgeCard,GODS_UNCHAINED,OUTGOING,Forges new card,0x7535d246
